[1,0,3,1],3,[5,463]
[5,6,-21,-6],4,[5,463]
[1,3,60,156],2,[5,463]
[1,3,60,156],6,[5,463]
[1,12,-39,-38],1,[5,463]
[2,3,-30,-15],12,[5,463]
[1,3,60,156],1,[5,463]
[5,6,-21,-6],6,[5,463]
[1,0,-63,-2],3,[5,463]
[3,21,-12,-20],2,[5,463]
[1,0,-63,-2],2,[5,463]
[2,15,-6,-16],6,[5,463]
[1,12,-39,-38],2,[5,463]
[8,6,30,-5],2,[5,463]
[1,0,-63,-2],6,[5,463]
[8,6,30,-5],1,[5,463]
[2,3,30,39],2,[5,463]
[8,6,30,-5],6,[5,463]
[2,15,-6,-16],12,[5,463]
[2,3,30,39],6,[5,463]
[15,21,30,10],4,[5,463]
[1,3,6,10],4,[5,463]
[15,21,30,10],12,[5,463]
[1,3,60,156],3,[5,463]
[3,21,-12,-20],3,[5,463]
[2,3,-30,-15],6,[5,463]
[2,3,30,39],4,[5,463]
[5,15,-18,-10],12,[5,463]
[4,3,-15,-4],3,[5,463]
[2,6,21,43],12,[5,463]
[1,0,-63,-2],1,[5,463]
[2,3,-30,-15],4,[5,463]
[4,3,-15,-4],1,[5,463]
[1,0,3,1],1,[5,463]
[2,3,-30,-15],2,[5,463]
[2,15,-6,-16],4,[5,463]
[3,21,-12,-20],1,[5,463]
[2,6,21,43],4,[5,463]
[5,6,-21,-6],12,[5,463]
[1,12,-39,-38],3,[5,463]
[3,21,-12,-20],6,[5,463]
[5,15,-18,-10],4,[5,463]
[2,15,-6,-16],2,[5,463]
[1,3,6,10],12,[5,463]
[8,6,30,-5],3,[5,463]
[2,3,30,39],12,[5,463]
[1,12,-39,-38],6,[5,463]
[5,6,-21,-6],2,[5,463]
